lib_name,lib_code
S865.2+9其他,S865.2+9
S865.3观赏动物,S865.3
S865.3+1哺乳动物,S865.3+1
S865.3+2爬行动物,S865.3+2
S865.3+3水生动物,S865.3+3
S865.3+4野禽,S865.3+4
S865.3+5鸣禽,S865.3+5
S865.3+9其他,S865.3+9
S865.4药用动物,S865.4
S865.4+1麝,S865.4+1
S865.4+2鹿,S865.4+2
S865.4+9其他,S865.4+9
S865.9其他,S865.9
S866狩猎方法、设备及用具,S866
S866.1捕猎、捕捉方法和用具,S866.1
S866.2用武器狩猎,S866.2
S866.4狩猎用骑乘动物及交通工具,S866.4
S866.5各种地区狩猎法,S866.5
S866.5+1平原狩猎,S866.5+1
S866.5+2森林狩猎,S866.5+2
S866.5+3沼泽及水上狩猎,S866.5+3
S866.9其他狩猎方法、用具,S866.9
S867各种禽兽狩猎法,S867
S868狩猎及其产品保藏法,S868
S869狩猎状况,S869
S87畜禽产品的综合利用,S87
S872家畜产品及其综合利用,S872
S873家禽产品及其综合利用,S873
S874野生动物产品及其综合利用,S874
S879副产品及其综合利用,S879
S879.1乳产品综合利用,S879.1
S879.2肉类的综合利用,S879.2
S879.3禽蛋及副产品的综合利用,S879.3
S879.4毛鬃及其综合利用,S879.4
S879.5肠衣及其综合利用,S879.5
S879.6油脂及其综合利用,S879.6
S879.9其他,S879.9
S88蚕桑,S88
S88-9蚕业经济,S88-9
S889+.1柞树,S889+.1
S889+.2蓖麻,S889+.2
S889+.3栎树,S889+.3
S889+.4枫树,S889+.4
S889+.5木薯,S889+.5
S889+.9其他,S889+.9
S881蚕基础科学,S881
S881.2蚕的生理、遗传、生态、生物物理、生物化学,S881.2
S881.2+1蚕的生理学,S881.2+1
S881.2+2蚕的生态学,S881.2+2
S881.2+3蚕的生物物理,S881.2+3
S881.2+4蚕的生物化学,S881.2+4
S881.2+5蚕的解剖,S881.2+5
S881.2+51外部形态和构造,S881.2+51
S881.2+53内部形态和构造,S881.2+53
S881.2+6蚕遗传学,S881.2+6
S881.3蚕丝的物理化学,S881.3
S881.4蚕业气象学,S881.4
S882蚕的遗传育种与良种繁育,S882
S882.1蚕的种质资源与品种保存,S882.1
S882.2新品种选育,S882.2
S882.3蚕种繁育,S882.3
S882.3+1蚕制种技术,S882.3+1
S882.3+2蚕种保护,S882.3+2
S882.3+3种蚕管理与蚕种冷藏,S882.3+3
S882.3+4蚕种催青,S882.3+4
S882.3+5蚕种人工孵化,S882.3+5
S882.4蚕卵胚胎及发育,S882.4
S882.5蚕种的化性,S882.5
S882.6蚕体遗传,S882.6
S883蚕的饲育法,S883
S883.1全年各季饲育法,S883.1
S883.3春蚕饲育法,S883.3
S883.5夏秋蚕饲育法,S883.5
S883.6稚蚕、壮蚕饲育技术,S883.6
S883.7饲育形式,S883.7
S883.7+1锉桑育,S883.7+1
S883.7+2全芽育,S883.7+2
S883.7+3片叶立体育,S883.7+3
S883.7+4条桑育,S883.7+4
S883.7+5蚕台（活桑育）,S883.7+5
S883.7+6围台（安全育）,S883.7+6
S883.7+7少回（行灯育）,S883.7+7
S883.7+8平面一日一回育、二回育,S883.7+8
S883.7+9室外育,S883.7+9
S883.81高级育,S883.81
S883.82高温快速养法,S883.82
S883.89其他育法,S883.89
S883.9代用饲料饲育法,S883.9
S884蚕的病虫害及其防治,S884
S884.1蚕病的预防,S884.1
S884.1+1消毒,S884.1+1
S884.1+2检种,S884.1+2
S884.1+3蚕用药品,S884.1+3
S884.1+9其他,S884.1+9
S884.2原虫病,S884.2
S884.2+1微粒子病,S884.2+1
S884.2+2变形虫（阿米巴）病,S884.2+2
S884.2+3球虫病,S884.2+3
S884.2+9其他,S884.2+9
S884.3真菌病（僵病）,S884.3
S884.3+1白僵病,S884.3+1
S884.3+2绿僵病,S884.3+2
S884.3+3黑僵病,S884.3+3
S884.3+4赤僵病,S884.3+4
S884.3+9其他,S884.3+9
S884.4细菌病（软化病）,S884.4
S884.4+1卒倒病,S884.4+1
S884.4+2败血病,S884.4+2
S884.4+3细菌性胃肠病,S884.4+3
S884.4+9其他,S884.4+9
S884.5病毒病（脓病）,S884.5
S884.5+1核型多角体病,S884.5+1
S884.5+2质型多角体病,S884.5+2
S884.5+3空头性软化病（病毒性软化病）,S884.5+3
S884.5+9其他,S884.5+9
S884.6寄生虫病,S884.6
S884.6+1线形虫病,S884.6+1
S884.6+2多化性蝇蛆病,S884.6+2
S884.6+3寄生蜂病,S884.6+3
S884.6+4壁虱病,S884.6+4
S884.6+9其他,S884.6+9
S884.7有害动物,S884.7
S884.7+1有害昆虫类,S884.7+1
S884.7+2蚕的害虫及小动物,S884.7+2
S884.7+3蚕卵的害虫及小动物,S884.7+3
S884.7+4蚕蛾的害虫及小动物,S884.7+4
S884.7+9其他,S884.7+9
S884.8物理性损害疾病,S884.8
S884.8+1赤外线,S884.8+1
S884.8+2紫外线,S884.8+2
S884.8+3黑喉病,S884.8+3
S884.8+9其他,S884.8+9
S884.9中毒及化学性损害疾病,S884.9
S884.9+1烟草中毒症,S884.9+1
S884.9+2除虫菊中毒,S884.9+2
S884.9+3其他植物中毒,S884.9+3
S884.9+4煤烟中毒,S884.9+4
S884.9+5升汞中毒,S884.9+5
S884.9+6农药中毒,S884.9+6
S884.9+7毒物,S884.9+7
S885其他蚕类,S885
S885.1柞蚕（中国柞蚕）,S885.1
S885.2蓖麻蚕（木薯蚕、鹤木蚕）,S885.2
S885.3天蚕（日本柞蚕）、樟蚕（枫蚕）,S885.3
S885.9其他,S885.9
S886蚕茧,S886
S886.1茧质与上簇、品种及环境的关系,S886.1
S886.2蚕茧保全与烘贮处理,S886.2
S886.2+1杀蛹法,S886.2+1
S886.2+2蚕茧干燥法,S886.2+2
S886.2+3干茧打包、运输与贮藏,S886.2+3
S886.3蚕茧品质检定,S886.3
S886.4蚕茧分级,S886.4
S886.4+1同功茧,S886.4+1
S886.4+2上车茧,S886.4+2
S886.4+3薄皮茧,S886.4+3
S886.4+4柴印茧,S886.4+4
S886.4+5黄斑茧,S886.4+5
S886.7制丝,S886.7
S886.9蚕桑副产品利用,S886.9
S887养蚕建筑设施与养蚕机具,S887
S887.1养蚕用房,S887.1
S887.11蚕室,S887.11
S887.12催青室,S887.12
S887.13制种用房,S887.13
S887.14贮桑室,S887.14
S887.15上簇室,S887.15
S887.16蚕茧站,S887.16
S887.3养蚕机具,S887.3
S887.31制种机具,S887.31
S887.31+1剥茧衣机,S887.31+1
S887.31+2削茧机,S887.31+2
S887.31+3蚕蛹雌雄鉴别机及仪器设备,S887.31+3
S887.31+4散卵浸酸设备及机具,S887.31+4
S887.31+5散卵称量分装机,S887.31+5
S887.31+6蚕种冷藏设备,S887.31+6
S887.31+7检种磨蛾机具,S887.31+7
S887.32饲育机具,S887.32
S887.32+1蚕网,S887.32+1
S887.32+2蚕簇,S887.32+2
S887.32+3消毒机具,S887.32+3
S887.32+4催青发蚁机,S887.32+4
S887.32+5蚕室温、湿度调节设备与机具,S887.32+5
S887.32+6饲养给桑机具,S887.32+6
S887.32+7饲料采集加工贮藏设备及机具,S887.32+7
S887.32+8蚕网及蚕沙清除装置,S887.32+8
S887.32+9其他,S887.32+9
S887.33蚕茧的采集与烘干设备,S887.33
S887.33+1蚕茧的采集设备,S887.33+1
S887.33+2蚕茧的烘干设备,S887.33+2
S887.33+3评茧设备,S887.33+3
S887.9其他,S887.9
S888桑,S888
S888.1桑树解剖学,S888.1
S888.2桑树生理、生态、生物物理、生物化学,S888.2
S888.3桑树品种及其繁育,S888.3
S888.3+1选种与育种,S888.3+1
S888.3+2桑树繁殖,S888.3+2
S888.3+21树型养成、桑叶收获与贮藏,S888.3+21
S888.3+22桑苗繁殖,S888.3+22
S888.3+23实生苗,S888.3+23
S888.3+24接木苗,S888.3+24
S888.3+25袋接法,S888.3+25
S888.3+26根接法,S888.3+26
S888.3+29其他,S888.3+29
S888.4桑树栽培技术与桑园管理,S888.4
S888.5土壤、施肥,S888.5
S888.6灌溉、排水,S888.6
S888.7桑树病虫害及其防治,S888.7
S888.71病害,S888.71
S888.71+1桑细菌病,S888.71+1
S888.71+2桑萎缩病,S888.71+2
S888.71+3桑胴枯病、桑芽枯病、桑枝枯病,S888.71+3
S888.71+4桑白纹羽病、桑紫纹羽病,S888.71+4
S888.71+5桑根枯病,S888.71+5
S888.71+6桑白粉病,S888.71+6
S888.71+9其他,S888.71+9
S888.72虫害,S888.72
S888.72+1桑尺蠖与春尺蠖,S888.72+1
S888.72+2桑螟,S888.72+2
S888.72+3桑木虱,S888.72+3
S888.72+4桑毛虫,S888.72+4
S888.72+5桑蟥,S888.72+5
S888.72+6桑瘿蚊,S888.72+6
S888.72+7叶虫,S888.72+7
S888.72+8朱砂叶螨,S888.72+8
S888.72+9桑天牛,S888.72+9
S888.731桑白蚧,S888.731
S888.732桑象虫,S888.732
S888.733桑根瘤线虫病,S888.733
S888.734桑拟菱纹叶蝉,S888.734
S888.739其他,S888.739
S888.74桑树的天然灾害,S888.74
S888.74+7粉尘灰害,S888.74+7
S888.74+8工业废气、烟害,S888.74+8
S888.74+9其他,S888.74+9
S889蚕的其他饲料,S889
S889+.1柞树,S889+.1
S889+.2蓖麻,S889+.2
S889+.3栎树,S889+.3
S889+.4枫树,S889+.4
S889+.5木薯,S889+.5
S889+.9其他,S889+.9
S89养蜂、益虫饲养,S89
S891蜂群生物学,S891
S892繁育,S892
S893品种,S893
S894饲养管理,S894
S895病虫害防治,S895
S896蜂产品生产加工及利用,S896
S897蜜源植物,S897
S898蜂场的经营与管理,S898
S899益虫饲养,S899
S9水产、渔业,S9
S9-0理论与方法论,S9-0
S9-09渔业史,S9-09
S9-9水产经济,S9-9
S91水产基础科学,S91
S911水产数学、水产物理学,S911
S912水产化学,S912
S913水产海洋学、湖沼学、水库学,S913
S914水产水文学,S914
S915水产气象学,S915
S917水产生物学,S917
S92水产地区分布、水产志,S92
S921世界,S921
S922中国,S922
S922.9中国沿海,S922.9
S922.9+1渤海,S922.9+1
S922.9+2黄海,S922.9+2
S922.9+3东海,S922.9+3
S922.9+4台湾海峡,S922.9+4
S922.9+5南海,S922.9+5
S93水产资源,S93
S931水产资源学,S931
S931.1渔业资源生态学,S931.1
S931.2区域资源,S931.2
S931.3渔业环境,S931.3
S931.4渔场资源,S931.4
S931.41渔场分布,S931.41
S931.42渔汛,S931.42
S931.5资源增殖和种群结构,S931.5
S931.9其他,S931.9
S932水产资源调查与评估,S932
S932.2综合科学调查,S932.2
S932.4鱼类资源调查,S932.4
S932.5甲壳类资源调查,S932.5
S932.5+1虾类调查,S932.5+1
S932.5+2蟹类调查,S932.5+2
S932.6贝类资源调查,S932.6
S932.7藻类资源调查,S932.7
S932.8其他水产资源调查,S932.8
S932.9水产资源调查设备,S932.9
S932.9+1水况调查设备,S932.9+1
S932.9+11水质分析设备,S932.9+11
S932.9+12测氧设备,S932.9+12
S932.9+13测温设备,S932.9+13
S932.9+14流速仪,S932.9+14
S932.9+15测深仪,S932.9+15
S932.9+16海水温度盐度计,S932.9+16
S932.9+17电导仪,S932.9+17
S932.9+19其他,S932.9+19
S932.9+2水下观测装置,S932.9+2
S932.9+21水下照明设备,S932.9+21
S932.9+22水下电视,S932.9+22
S932.9+23潜水器,S932.9+23
S932.9+29其他,S932.9+29
S934渔情预报,S934
S935渔捞海图,S935
S937水产资源保护和管理,S937
S937.0政策及其阐述,S937.0
S937.2 200海里专属渔业区,S937.2 200
S937.3水产资源的开发和利用,S937.3
S94水产保护学,S94
S941鱼病学,S941
S941.1皮肤病,S941.1
S941.2鳃病,S941.2
S941.3肠胃病,S941.3
S941.4微生物性鱼病,S941.4
S941.41病毒性鱼病,S941.41
S941.41+1出血病,S941.41+1
S941.41+2痘疮病,S941.41+2
S941.41+3出血败血病,S941.41+3
S941.41+4造血器官坏死病,S941.41+4
S941.41+5胰脏坏死病,S941.41+5
S941.41+6鲤春病毒病,S941.41+6
S941.41+7溃疡性皮肤坏死病,S941.41+7
S941.41+9其他,S941.41+9
S941.42细菌性鱼病,S941.42
S941.42+1白头白咀病,S941.42+1
S941.42+2赤皮病,S941.42+2
S941.42+3竖鳞病,S941.42+3
S941.42+4烂鳃病,S941.42+4
S941.42+5白皮病,S941.42+5
S941.42+6黑斑病,S941.42+6
S941.42+7肾脏病,S941.42+7
S941.42+9其他,S941.42+9
S941.43真菌性鱼病,S941.43
S941.43+1肤霉病（水霉病）,S941.43+1
S941.43+2鳃霉病,S941.43+2
S941.43+3鱼醉菌病,S941.43+3
S941.43+9其他,S941.43+9
S941.44藻类性鱼病,S941.44
S941.5寄生虫病,S941.5
S941.51原虫病（原生动物引起的疾病）,S941.51
S941.51+1鞭毛虫病,S941.51+1
S941.51+2肉足虫病,S941.51+2
S941.51+3孢子虫病,S941.51+3
S941.51+4纤毛虫病,S941.51+4
S941.51+5吸管虫病,S941.51+5
S941.51+6白点病,S941.51+6
S941.52蠕虫病（后生动物引起的疾病）,S941.52
S941.52+1单殖吸虫病,S941.52+1
S941.52+2复殖吸虫病,S941.52+2
S941.52+3绦虫病,S941.52+3
S941.52+4线虫病,S941.52+4
S941.52+5棘头虫病,S941.52+5
S941.52+6环节动物引起的疾病,S941.52+6
S941.53甲壳动物引起的疾病,S941.53
S941.53+1挠足类引起的鳋病,S941.53+1
S941.53+2鳃尾类引起的鲺病,S941.53+2
S941.53+3等足类引起的鱼怪病,S941.53+3
S941.54软体动物引起的疾病,S941.54
S941.6非寄生性鱼病,S941.6
S941.61机械损伤,S941.61
S941.62窒息（缺氧、泛塘）,S941.62
S941.63气泡病,S941.63
S941.64感冒和冻伤,S941.64
S941.69其他,S941.69
S941.7营养性疾病,S941.7
S941.8鱼类器官性疾病,S941.8
S941.91中毒,S941.91
S941.99其他,S941.99
S942鱼病防治方法,S942
S942.1增强鱼体抵抗力,S942.1
S942.2控制和消灭病源,S942.2
S942.2+1清塘,S942.2+1
S942.2+2鱼体消毒、洗浴法,S942.2+2
S942.2+3饵料消毒,S942.2+3
S942.2+4工具消毒,S942.2+4
S942.2+5食场消毒,S942.2+5
S942.2+6药饵,S942.2+6
S942.3生物防治、生态防治,S942.3
S942.5人工免疫,S942.5
S942.9鱼的敌害防治,S942.9
S942.91植物性敌害防治,S942.91
S942.92动物性敌害防治,S942.92
S943各种鱼的病害、敌害及其防治,S943
S944贝类病害、敌害及其防治,S944
S944.1淡水贝类,S944.1
S944.1+2蚌病,S944.1+2
S944.1+21病毒、细菌性蚌病,S944.1+21
S944.1+24真菌性蚌病,S944.1+24
S944.1+26侵袭性蚌病,S944.1+26
S944.2各种淡水贝类病害、敌害及其防治,S944.2
S944.3海水贝类,S944.3
S944.3+2稚贝病,S944.3+2
S944.3+3幼贝病,S944.3+3
S944.3+4成贝病,S944.3+4
S944.3+41肉食动物病,S944.3+41
S944.3+42穿孔动物病,S944.3+42
S944.3+44寄生动物病,S944.3+44
S944.3+46附着生物病,S944.3+46
S944.3+49赤潮,S944.3+49
S944.4各种海水贝类病害、敌害及其防治,S944.4
S944.4+1牡蛎,S944.4+1
S944.4+2贻贝,S944.4+2
S944.4+3扇贝,S944.4+3
S944.4+4蚶,S944.4+4
S944.4+5鲍鱼,S944.4+5
S944.4+6珍珠贝,S944.4+6
S944.4+7蛤仔,S944.4+7
S944.4+8缢蛏,S944.4+8
S944.4+9其他,S944.4+9
S945甲壳类病虫害及其防治,S945
S945.1虾类,S945.1
S945.1+2细菌性疾病,S945.1+2
S945.1+3真菌性疾病,S945.1+3
S945.1+4畸形病,S945.1+4
S945.1+5气泡病,S945.1+5
S945.1+6蜕皮死亡综合症,S945.1+6
S945.1+7干瘪病,S945.1+7
S945.1+8肠和腹神经并发症,S945.1+8
S945.1+9其他,S945.1+9
S945.4各种虾的病虫害及其防治,S945.4
S945.4+1罗氏沼虾,S945.4+1
S945.4+2青虾,S945.4+2
S945.4+3长臂大虾,S945.4+3
S945.4+4中华管鞭虾,S945.4+4
S945.4+5日本对虾,S945.4+5
S945.4+6对虾（明虾）,S945.4+6
S945.4+7斑节对虾,S945.4+7
S945.4+8长毛对虾,S945.4+8
S945.4+9其他,S945.4+9
S946藻类的病害、敌害及其防治,S946
S946.1海带,S946.1
S946.1+1病害,S946.1+1
S946.1+2附着藻类,S946.1+2
S946.1+3敌害,S946.1+3
S946.1+9其他,S946.1+9
S946.2紫菜,S946.2
S946.2+1病害,S946.2+1
S946.2+2敌害,S946.2+2
S946.3其他藻类的病害、敌害及其防治,S946.3
S947其他水产病虫害及其防治,S947
S947.1鳖,S947.1
S947.1+1病毒性疾病,S947.1+1
S947.1+2细菌性疾病,S947.1+2
S947.1+3寄生虫病,S947.1+3
S947.1+9其他,S947.1+9
S947.2蛙病及其防治,S947.2
S947.3大鲵,S947.3
S947.9其他,S947.9
S948水产药物学、药理学,S948
S949水产的水质污染及其防治,S949
S95水产工程,S95
S951水产机械仪器,S951
S951.1航空航天技术在渔业上的应用,S951.1
S951.2电子设备、计算机在渔业上的应用,S951.2
S951.3液压设备、气动设备在渔业上的应用,S951.3
S951.4遥感装备技术在渔业上的应用,S951.4
S951.4+1温度传感器,S951.4+1
S951.4+2生物传感器,S951.4+2
S951.4+3压力传感器,S951.4+3
S951.4+9其他,S951.4+9
S951.5太阳能在水产、渔业上的应用,S951.5
S953增养殖渔业设施（栽培渔业设施）,S953
S953.1人工鱼礁,S953.1
S953.2海洋农牧场,S953.2
S953.4浮式鱼场,S953.4
S953.5浮式防浪设备,S953.5
S953.9其他,S953.9
S954养殖场工程,S954
S954.1鱼场,S954.1
S954.1+1鱼苗、鱼种场,S954.1+1
S954.1+2成鱼场,S954.1+2
S954.1+9其他,S954.1+9
S954.2甲壳类养殖场,S954.2
S954.2+1虾场,S954.2+1
S954.2+2蟹场,S954.2+2
S954.2+9其他,S954.2+9
S954.3贝类养殖场,S954.3
S954.3+1贻贝养殖场,S954.3+1
S954.3+2珍珠场,S954.3+2
S954.3+9其他,S954.3+9
S954.4藻类养殖场,S954.4
S955养殖池,S955
S955.1鱼池,S955.1
S955.1+1鱼苗池,S955.1+1
S955.1+2鱼种池,S955.1+2
S955.1+3成鱼池,S955.1+3
S955.1+4亲鱼池,S955.1+4
S955.2黄鳝池、泥鳅池,S955.2
S955.3饵料培养池,S955.3
S955.3+1单胞藻类,S955.3+1
S955.3+2轮虫,S955.3+2
S955.3+3红虫,S955.3+3
S955.3+4丰年虫,S955.3+4
S955.3+9其他,S955.3+9
S955.4蛙池、娃娃鱼池（大鲵池）,S955.4
S955.5龟池、鳖池、鳄鱼池,S955.5
S955.6蟹池,S955.6
S955.7虾池,S955.7
S955.8兽类池,S955.8
S955.9其他,S955.9
S956过鱼设备,S956
S956.1鱼栅,S956.1
S956.2鱼梯,S956.2
S956.3鱼道,S956.3
S957拦鱼设备,S957
S957.1竹箔,S957.1
S957.2渔坝,S957.2
S957.3电栅,S957.3
S957.4其他,S957.4
S957.9其他,S957.9
S959水质工程,S959
S96水产养殖技术,S96
S961鱼类繁殖和越冬技术,S961
S961.1自然繁殖,S961.1
S961.1+1产卵场,S961.1+1
S961.1+2亲鱼群体组成,S961.1+2
S961.1+3产卵,S961.1+3
S961.1+4孵化,S961.1+4
S961.2人工繁殖,S961.2
S961.2+1亲本培育,S961.2+1
S961.2+2人工授精,S961.2+2
S961.2+3人工孵化,S961.2+3
S961.3早繁技术,S961.3
S961.4越冬技术,S961.4
S961.5杂交技术,S961.5
S961.6生物技术,S961.6
S962鱼苗、鱼种,S962
S962.1鱼苗、鱼种的获得,S962.1
S962.2鱼苗饲养（发塘）,S962.2
S962.3鱼种饲养,S962.3
S962.3+1鱼种塘饲养,S962.3+1
S962.3+2网箱饲养,S962.3+2
S962.3+3成鱼塘套养,S962.3+3
S962.3+4库湾饲养,S962.3+4
S962.3+5稻田饲养,S962.3+5
S962.3+9其他,S962.3+9
S962.7越冬技术,S962.7
S962.9各种养殖模式,S962.9
S962.91单养,S962.91
S962.92混养,S962.92
S963水产动物饵料及其营养,S963
S963.1饵料基础科学,S963.1
S963.11饵料物理学,S963.11
S963.12饵料化学,S963.12
S963.14饵料生物学,S963.14
S963.16饵料营养学,S963.16
S963.16+1营养成分,S963.16+1
S963.16+2营养价值,S963.16+2
S963.16+5检验方法,S963.16+5
S963.2天然饵料,S963.2
S963.21活饵料,S963.21
S963.21+1微生物、细菌,S963.21+1
S963.21+3浮游植物,S963.21+3
S963.21+4浮游动物,S963.21+4
S963.21+5底栖生物,S963.21+5
S963.21+6蚯蚓、蛆,S963.21+6
S963.21+9其他,S963.21+9
S963.22青饲料,S963.22
S963.22+1水生青饲料,S963.22+1
S963.22+1.1维管束植物,S963.22+1.1
S963.22+1.2水浮莲、水花生,S963.22+1.2
S963.22+1.3水葫芦,S963.22+1.3
S963.22+1.4瓢莎,S963.22+1.4
S963.22+1.5红萍、绿萍,S963.22+1.5
S963.22+1.9其他,S963.22+1.9
S963.22+3陆生青饲料,S963.22+3
S963.22+3.1聚合草,S963.22+3.1
S963.22+3.2苏丹草,S963.22+3.2
S963.22+3.3紫花苜蓿,S963.22+3.3
S963.22+3.4宿根黑麦草,S963.22+3.4
S963.22+3.5紫云英,S963.22+3.5
S963.22+3.6橡草,S963.22+3.6
S963.22+3.7苦麻菜,S963.22+3.7
S963.22+3.9其他,S963.22+3.9
S963.3精饲料,S963.3
S963.31植物性精饲料,S963.31
S963.31+1谷物,S963.31+1
S963.31+2豆类,S963.31+2
S963.31+3饼类,S963.31+3
S963.31+4粕类、糟类,S963.31+4
S963.31+9其他,S963.31+9
S963.32动物性精饲料,S963.32
S963.32+1鱼粉、血粉,S963.32+1
S963.32+3肉粉、骨粉,S963.32+3
S963.32+5羽毛粉、蚕蛹粉,S963.32+5
S963.32+6甲醇蛋白（第二代细胞蛋白）,S963.32+6
S963.32+7酵母,S963.32+7
S963.32+9其他,S963.32+9
S963.4粗饲料,S963.4
S963.5发酵饲料,S963.5
S963.6液化饲料,S963.6
S963.7配合饲料,S963.7
S963.71饲料配方,S963.71
S963.72颗粒饲料,S963.72
S963.73饵料添加剂,S963.73
S963.73+1氨基酸、维生素,S963.73+1
S963.73+2生长素、抗生素、酶剂,S963.73+2
S963.73+3脂肪酸,S963.73+3
S963.73+4微量元素,S963.73+4
S963.73+5调味剂、着色剂、引诱物质,S963.73+5
S963.73+6防病药物,S963.73+6
S963.73+7化学保存剂、粘合剂,S963.73+7
S963.73+9其他,S963.73+9
S963.8各种鱼的饵料,S963.8
S963.9肥料,S963.9
S963.91有机肥料,S963.91
S963.92无机肥料,S963.92
S964淡水鱼养殖方式,S964
S964.1天然水域增殖,S964.1
S964.2稻田养鱼,S964.2
S964.3池塘养鱼,S964.3
S964.4湖泊养鱼,S964.4
S964.5河川养鱼,S964.5
S964.6水库养鱼,S964.6
S964.7网箱养鱼,S964.7
S964.8温水、流水养鱼,S964.8
S964.9其他,S964.9
S965各种鱼类养殖,S965
S965.1淡水鱼,S965.1
S965.111青鱼,S965.111
S965.112草鱼（鲩）,S965.112
S965.113鲢鱼,S965.113
S965.114鳙鱼,S965.114
S965.116鲤鱼,S965.116
S965.117鲫鱼,S965.117
S965.118鳊鱼,S965.118
S965.119鲂鱼,S965.119
S965.121鲮鱼,S965.121
S965.122虹鳟鱼,S965.122
S965.123鮊鱼,S965.123
S965.124鲴鱼,S965.124
S965.125罗非鱼（吴郭鱼）,S965.125
S965.126胭脂鱼,S965.126
S965.127鲖鱼,S965.127
S965.128鲶鱼,S965.128
S965.131黄鳝,S965.131
S965.199其他,S965.199
S965.2河口性鱼（溯河降海）,S965.2
S965.211鲈鱼,S965.211
S965.215鲟鱼,S965.215
S965.219鲥鱼,S965.219
S965.221鲻鱼,S965.221
S965.222遮目鱼（虱目鱼）,S965.222
S965.223鳗鲡,S965.223
S965.224银鱼,S965.224
S965.225河鲀,S965.225
S965.226香鱼,S965.226
S965.227鲚鱼,S965.227
S965.229大马哈鱼,S965.229
S965.231鲷鱼,S965.231
S965.232鲑鱼,S965.232
S965.233尖吻鲈,S965.233
S965.234梭鱼,S965.234
S965.299其他,S965.299
S965.3海水鱼,S965.3
S965.311鲨鱼,S965.311
S965.315鳐鱼,S965.315
S965.316鲱鱼,S965.316
S965.317鳓鱼,S965.317
S965.318鳀鱼,S965.318
S965.319海鲶,S965.319
S965.321鳕鱼,S965.321
S965.322大黄鱼,S965.322
S965.323小黄鱼,S965.323
S965.324鮸鱼,S965.324
S965.325黄姑鱼,S965.325
S965.326带鱼,S965.326
S965.327鲐鱼,S965.327
S965.328鯵鱼,S965.328
S965.329马鲛（鲅）,S965.329
S965.331鲳鱼,S965.331
S965.332金枪鱼,S965.332
S965.333马面鲀鰤,S965.333
S965.334石斑鱼,S965.334
S965.335鰤鱼,S965.335
S965.399其他,S965.399
S965.8观赏鱼类,S965.8
S965.9其他,S965.9
S966其他水产养殖,S966
S966.1甲壳类养殖,S966.1
S966.12淡水虾的养殖,S966.12
S966.16淡水蟹的养殖,S966.16
S966.2蚌、螺的养殖,S966.2
S966.22蚌的养殖,S966.22
S966.22+1三角帆蚌,S966.22+1
S966.22+2褶纹冠蚌,S966.22+2
S966.22+3背角无齿蚌,S966.22+3
S966.22+4圆背角无齿蚌,S966.22+4
S966.22+5佛耳丽蚌,S966.22+5
S966.22+6珠母珍珠蚌,S966.22+6
S966.22+9其他,S966.22+9
S966.23河蚌育珠,S966.23
S966.23+1手术珠蚌饲养,S966.23+1
S966.23+2手术植片,S966.23+2
S966.23+3育珠蚌饲养,S966.23+3
S966.23+4取珠,S966.23+4
S966.24各种珠的培育,S966.24
S966.24+1再生珠,S966.24+1
S966.24+2彩色珠,S966.24+2
S966.24+3象形珠,S966.24+3
S966.24+9其他,S966.24+9
S966.28螺的养殖,S966.28
S966.28+1田螺,S966.28+1
S966.28+2福寿螺,S966.28+2
S966.28+3苹果螺（蜗牛）,S966.28+3
S966.3蛙的养殖,S966.3
S966.3+1牛蛙,S966.3+1
S966.3+2黑斑蛙,S966.3+2
S966.3+3虎纹蛙,S966.3+3
S966.3+4沼蛙,S966.3+4
S966.3+5林蛙,S966.3+5
S966.3+9其他,S966.3+9
S966.4黄鳝、泥鳅养殖,S966.4
S966.5龟、鳖、鳄鱼养殖,S966.5
S966.6娃娃鱼（大鲵）养殖,S966.6
S966.8淡水兽类养殖,S966.8
S966.9其他,S966.9
S967海水养殖方式,S967
S967.1海港养殖,S967.1
S967.2浅海养殖,S967.2
S967.3网箱养殖,S967.3
S967.4池塘养殖,S967.4
S967.5滩涂养殖,S967.5
S967.6增养殖渔业（栽培渔业）,S967.6
S967.7筏式养殖,S967.7
S967.8延绳养殖,S967.8
S967.9其他,S967.9
S968各种海产动植物养殖,S968
S968.1鱼类养殖,S968.1
S968.2甲壳类养殖,S968.2
S968.22虾的养殖,S968.22
S968.25蟹的养殖,S968.25
S968.25+1青蟹,S968.25+1
S968.25+2梭子蟹,S968.25+2
S968.3贝类养殖,S968.3
S968.31各种贝的养殖,S968.31
S968.31+6珍珠贝,S968.31+6
S968.31+6.1合浦珠母贝,S968.31+6.1
S968.31+6.2解氏珠母贝,S968.31+6.2
S968.31+6.3大珠母贝,S968.31+6.3
S968.31+6.4黑蝶珠母贝,S968.31+6.4
S968.31+6.5企鹅珠母贝,S968.31+6.5
S968.31+6.9其他,S968.31+6.9
S968.35海水贝育珠,S968.35
S968.4藻类养殖,S968.4
S968.41绿藻类,S968.41
S968.41+1石莼,S968.41+1
S968.41+2礁膜,S968.41+2
S968.41+3浒苔,S968.41+3
S968.41+9其他,S968.41+9
S968.42褐藻类,S968.42
S968.42+1海带,S968.42+1
S968.42+2巨藻,S968.42+2
S968.42+3裙带菜,S968.42+3
S968.42+4鹅掌菜,S968.42+4
S968.42+5羊栖菜,S968.42+5
